,날짜,n-gram,UpDown
2044,2009-07-15,"지표/NNG;호조/NNG;안전자산/NNG;선호/NNG, 물량/NNG;출회/NNG;금리/NNG;상승/NNG, 안정/NNG;금융시장/NNG;불안/NNG, 금융시장/NNG;불안/NNG;완화/NNG, 소매/NNG;판매/NNG;호조/NNG, 경기/NNG;지표/NNG;호조/NNG, 전망/NNG;변화/NNG;줄/VV, 채권시장/NNG;악영향/NNG, 실업수당/NNG;감소/NNG, 실적/NNG;호조/NNG, 악영향/NNG;줄/VV",상승
2045,2009-07-14,"금융시장/NNG;불안/NNG;금리/NNG;상승/NNG, 채권시장/NNG;약세/NNG;면하/VV;못하/VX, 금융시장/NNG;불안/NNG;확산/NNG, 금융시장/NNG;불안/NNG;완화/NNG, 부진/NNG;금융시장/NNG;불안/NNG, 기대/NNG;금리/NNG;하락/NNG, 급락/NNG;환율/NNG;급등/NNG, 금리/NNG;상승/NNG;확대/NNG, 금리/NNG;하락/NNG;압력/NNG, 미/NNG;금리/NNG;하락/NNG, 중장기물/NNG;약세/NNG, 지정학/NNG;위험/NNG, 실적/NNG;양호/NNG",상승
2046,2009-07-10,"글로벌/NNG;경제/NNG;완만/NNG;회복/NNG, 수요/NNG;인플레이션/NNG;압력/NNG, 인상/NNG;가능성/NNG;불확실성/NNG, 성장/NNG;모멘텀/NNG;둔화/NNG, 글로벌/NNG;경기/NNG;부진/NNG, 기대/NNG;경기/NNG;둔화/NNG, 금리/NNG;상승/NNG;압력/NNG, 긍정적/VAX;기저효과/NNG, 글로벌/NNG;이중침체/NNG, 통화정책/NNG;최대/NNG, 경기/NNG;불확실성/NNG, 호조/NNG;일시적/VAX, 부동산/NNG;상승/NNG, 부동산/NNG;긴축/NNG, 당분간/MAG;완화/NNG, 변동성/NNG;확대/NNG, 부동산/NNG;불안/NNG, 경기/NNG;모멘텀/NNG, 통화/NNG;완화/NNG, 경제/NNG;성장/NNG, 경기/NNG;바닥/NNG, 둔화/NNG;급등/NNG, 바닥/NNG;확산/NNG, 물가/NNG;상승/NNG, 신용/NNG;팽창/NNG, 긴축/NNG;전환/NNG, 물가/NNG;안정/NNG, 주택가격/NNG;높/VA, 불안/NNG;조짐/NNG, 전망/NNG;위험/NNG, 경기/NNG;상승/NNG, 하향/NNG;안정/NNG, 상승률/NNG;낮/VA",상승
2047,2009-07-10,"경제/NNG;지표/NNG;우호적/VAX, 우호적/VAX;금리/NNG;하락/NNG, 금리/NNG;낙폭/NNG;확대/NNG, 실적/NNG;예상/NNG;상회/NNG, 미/NNG;금리/NNG;하락/NNG, 채권시장/NNG;우호적/VAX, 채권시장/NNG;강세/NNG, 통안채/NNG;하락/NNG, 우려/NNG;완화/NNG, 금리/NNG;상승/NNG",상승
2048,2009-07-09,"외국인/NNG;선물/NNG;매수/NNG;금리/NNG;하락/NNG, 경기/NNG;회복/NNG;지연/NNG;가능성/NNG;높/VA, 기업/NNG;실적/NNG;악화/NNG;우려/NNG, 금리/NNG;하락/NNG;시장/NNG;강세/NNG, 하락/NNG;기업/NNG;실적/NNG;악화/NNG, 가격/NNG;상승/NNG;확대/NNG, 우려/NNG;경기/NNG;회복/NNG, 재정/NNG;적자/NNG;부담/NNG, 미/NNG;재정/NNG;적자/NNG, 높/VA;금리/NNG;하락/NNG, 단기물/NNG;강세/NNG, 금리/NNG;상승/NNG, 경기/NNG;낙관/NNG",하락
2049,2009-07-08,"채권시장/NNG;그리/MAG;우호적/VAX;않/VX, 채권/NNG;매수/NNG;여력/NNG;약화/NNG, 경제/NNG;지표/NNG;금리/NNG;상승/NNG, 금리/NNG;상승/NNG;가격/NNG;부담/NNG, 불확실성/NNG;금리/NNG;하락/NNG, 금리/NNG;조정/NNG;확대/NNG, 금리/NNG;하향/NNG;안정/NNG, 금리/NNG;상승/NNG;약화/NNG, 채권시장/NNG;약세/NNG, 경기/NNG;불확실성/NNG, 심리/NNG;악영향/NNG, 심리/NNG;우세/NNG, 물량/NNG;부담/NNG",하락
2050,2009-07-07,"유가/NNG;원자재/NNG;가격/NNG;안정/NNG, 국고채/NNG;입찰/NNG;부담/NNG, 원자재/NNG;가격/NNG;하락/NNG, 경기/NNG;모멘텀/NNG;약화/NNG, 국고채/NNG;입찰/NNG;경계/NNG, 가격/NNG;매력/NNG;약화/NNG, 지표/NNG;금리/NNG;하단/NNG, 금리/NNG;상승/NNG;그치/VV, 장기물/NNG;확산/NNG, 심리/NNG;우세/NNG, 예상/NNG;양호/NNG, 금리/NNG;하락/NNG",하락
2051,2009-07-02,"하락/NNG;단기/NNG;금리/NNG;하락/NNG, 단기/NNG;금리/NNG;하락/NNG;압력/NNG, 경제/NNG;지표/NNG;예상/NNG;하회/NNG, 인플레이션/NNG;우려/NNG;완화/NNG, 중장기물/NNG;금리/NNG;하락/NNG, 소비자/NNG;물가/NNG;경계/NNG, 국고채/NNG;발행/NNG;감소/NNG, 금리/NNG;낙폭/NNG;과도/NNG, 산업/NNG;생산/NNG;개선/NNG, 금리/NNG;낙폭/NNG;크/VV, 스티프닝/NNG;전환/NNG, 가격/NNG;상승/NNG, 경기/NNG;우려/NNG, 전망/NNG;확산/NNG, 금리/NNG;급락/NNG, 최대/NNG;흑자/NNG, 수출/NNG;호조/NNG, 수출/NNG;부진/NNG, 수출/NNG;감소/NNG",하락
2052,2009-07-01,"경기/NNG;선행/NNG;지수/NNG;상승/NNG, 미채권/NNG;시장/NNG;강세/NNG, 소비자/NNG;물가/NNG;하락/NNG, 금리/NNG;소폭/MAG;하락/NNG, 설비/NNG;투자/NNG;감소/NNG, 지표/NNG;호전/NNG;강세/NNG, 금리/NNG;소폭/MAG;상승/NNG, 금리/NNG;상승/NNG, 지수/NNG;호조/NNG, 경기/NNG;회복/NNG, 가격/NNG;하락/NNG, 심리/NNG;무너/VV",하락
2053,2009-06-29,"하락/NNG;인플레이션/NNG;우려/NNG;완화/NNG, 글로벌/NNG;경제/NNG;회복/NNG, 금리/NNG;하락/NNG;과도/NNG, 금리/NNG;낙폭/NNG;축소/NNG, 호조/NNG;금리/NNG;하락/NNG, 미/NNG;금리/NNG;하락/NNG, 금리/NNG;상승/NNG, 지표/NNG;부담/NNG, 투자/NNG;확대/NNG, 이익/NNG;감소/NNG, 작/VA;강세/NNG",하락
2054,2009-06-29,"경제/NNG;성장률/NNG;전망/NNG;상향/NNG, 금리/NNG;인상/NNG;기대/NNG;확대/NNG, 미/NNG;국채/NNG;보유/NNG;줄/VV, 거품/NNG;인플레이션/NNG;우려/NNG, 우려/NNG;인플레이션/NNG;우려/NNG, 인플레이션/NNG;발생/NNG;우려/NNG, 성장동력/NNG;약화/NNG;우려/NNG, 국고채/NNG;금리/NNG;급등/NNG, 대외/NNG;금리갭/NNG;축소/NNG, 국고채/NNG;금리/NNG;상승/NNG, 경제/NNG;지표/NNG;긍정적/VAX, 과잉/NNG;유동성/NNG;거품/NNG, 통화/NNG;증가율/NNG;증가/NNG, 재정/NNG;건전성/NNG;약화/NNG, 인상/NNG;사이클/NNG;종료/NNG, 고용/NNG;지표/NNG;개선/NNG, 연방/NNG;금리/NNG;인상/NNG, 경기/NNG;부진/NNG;우려/NNG, 자산/NNG;가격/NNG;과도/NNG, 세계/NNG;경제/NNG;회복/NNG, 재정/NNG;적자/NNG;축소/NNG, 예상/NNG;달리/MAG;인상/NNG, 인상/NNG;반영/NNG;인상/NNG, 단기/NNG;금리/NNG;급락/NNG, 전망/NNG;우세/NNG;인상/NNG, 경제/NNG;회복/NNG;더디/VA, 경기/NNG;좋/VA;아니/VCN, 높/VA;금리/NNG;안정/NNG, 안정/NNG;심리/NNG;살/VV, 소비/NNG;수요/NNG;늘/VV, 낮/VA;경제/NNG;회복/NNG, 인상/NNG;기대/NNG;없/VA, 돈/NNG;많이/MAG;풀/VV, 인플레이션/NNG;안정/NNG, 채권시장/NNG;우호적/VAX, 금융시스템/NNG;안정/NNG, 인플레이션/NNG;위험/NNG, 인플레이션/NNG;압력/NNG, 인플레이션/NNG;최대/NNG, 플래트닝/NNG;압력/NNG, 정책/NNG;불확실성/NNG, 경기/NNG;불확실성/NNG, 주택가격/NNG;하락/NNG, 긴축정책/NNG;전환/NNG, 전망/NNG;플래트닝/NNG, 일시적/VAX;휴지기/NNG, 원자재/NNG;급등/NNG, 아웃퍼폼/NNG;어렵/VA, 원달러/NNG;상승/NNG, 제한적/VAX;강세/NNG, 인상/NNG;휴지기/NNG, 정책/NNG;거품/NNG, 하향/NNG;이탈/NNG, 예상/NNG;견고/NNG, 재정/NNG;부담/NNG, 경기/NNG;회복/NNG, 금리/NNG;하락/NNG, 금리/NNG;부담/NNG, 소득/NNG;증가/NNG, 자산/NNG;거품/NNG, 아직/MAG;거품/NNG, 거품/NNG;아니/VCN, 기대/NNG;부진/NNG, 저축/NNG;증가/NNG, 투자/NNG;둔화/NNG, 우려/NNG;과도/NNG, 경기/NNG;부담/NNG, 가격/NNG;상승/NNG, 신용/NNG;팽창/NNG, 실물/NNG;개선/NNG, 바닥/NNG;조짐/NNG, 경제/NNG;낙관/NNG, 통화/NNG;하락/NNG, 가격/NNG;희석/NNG, 부채/NNG;완화/NNG, 통화/NNG;완화/NNG, 우려/NNG;확산/NNG, 경기/NNG;바닥/NNG, 아직/MAG;성장/NNG, 정책/NNG;실패/NNG, 바닥/NNG;탈출/NNG, 긴축/NNG;전환/NNG, 재정/NNG;확대/NNG, 심리/NNG;약화/NNG, 금리/NNG;인하/NNG, 내수/NNG;부진/NNG, 부진/NNG;인하/NNG, 금리/NNG;강세/NNG, 하향/NNG;강세/NNG, 인하/NNG;종료/NNG, 과열/NNG;억제/NNG, 하락/NNG;인상/NNG, 안정/NNG;인상/NNG, 인상/NNG;우려/NNG, 하향/NNG;안정/NNG, 대외/NNG;충격/NNG, 정책/NNG;되돌/VV, 금리/NNG;오르/VV, 하락/NNG;멈추/VV, 어렵/VA;상승/NNG, 집값/NNG;오르/VV, 유동성/NNG;줄/VV, 우려/NNG;높/VA, 정책/NNG;높/VV, 거품/NNG;크/VV, 채권/NNG;늘/VV, 최대/NNG;작/VA, 소비/NNG;늘/VV, 타격/NNG;작/VA, 돈/NNG;많/VA, 돈/NNG;늘/VV",하락
2055,2009-06-26,"원유/NNG;원자재/NNG;가격/NNG;상승/NNG, 단기물/NNG;금리/NNG;급등/NNG, 경기/NNG;침체/NNG;완화/NNG, 금리/NNG;상승/NNG;확대/NNG, 호조/NNG;금리/NNG;하락/NNG, 미/NNG;금리/NNG;하락/NNG, 금리/NNG;하락/NNG;막/VV, 하락/NNG;막/VV;없/VA, 채권시장/NNG;우호적/VAX, 채권시장/NNG;부담/NNG, 심리/NNG;악화/NNG",하락
2056,2009-06-25,"국채입찰/NNG;호조/NNG;하락/NNG, 주택/NNG;판매/NNG;부진/NNG, 국채/NNG;매입/NNG;확대/NNG, 수요/NNG;금리/NNG;하락/NNG, 금리/NNG;인상/NNG;힘들/VA, 미/NNG;금리/NNG;상승/NNG, 미/NNG;금리/NNG;하락/NNG, 인플레이션/NNG;안정/NNG, 하락/NNG;제한/NNG, 금리/NNG;하단/NNG",하락
2057,2009-06-24,"주택시장/NNG;회복/NNG;지연/NNG, 경제/NNG;성장률/NNG;하향/NNG, 대내외/NNG;경기/NNG;우려/NNG, 가격/NNG;단기/NNG;급락/NNG, 금리/NNG;영향/NNG;강세/NNG, 지표/NNG;예상/NNG;하회/NNG, 주택매매/NNG;증가/NNG, 안전자산/NNG;선호/NNG, 금리/NNG;급락/NNG, 금리/NNG;하락/NNG, 가격/NNG;하락/NNG, 수요/NNG;견조/NNG, 하락/NNG;제한/NNG",하락
2058,2009-06-23,"금리/NNG;하락/NNG;금리/NNG;하락/NNG;압력/NNG, 경제/NNG;성장률/NNG;둔화/NNG, 지표/NNG;fed/NNG;경계/NNG, 금리/NNG;지나치/VA;오르/VV, 중장기물/NNG;약세/NNG, 단기물/NNG;강세/NNG, 금리/NNG;급등/NNG",하락
2059,2009-06-22,"금리선물/NNG;시장/NNG;금리/NNG;인상/NNG, 금리/NNG;상승/NNG;스프레드/NNG;확대/NNG, 국고채/NNG;스프레드/NNG;축소/NNG, 디플레이션/NNG;우려/NNG;완화/NNG, 기대/NNG;인플레이션/NNG;억제/NNG, 금리/NNG;스프레드/NNG;상승/NNG, 경기/NNG;모멘텀/NNG;약화/NNG, 모기지/NNG;금리/NNG;상승/NNG, 국고채/NNG;금리/NNG;상승/NNG, cd/NNG;금리/NNG;상승/NNG, 경기/NNG;지표/NNG;개선/NNG, 재정/NNG;적자/NNG;부담/NNG, 안정/NNG;심리/NNG;회복/NNG, 낮/VA;커브/NNG;플래트닝/NNG, 완화/NNG;필요/NNG;없/VA, 장단기스프레드/NNG;확대/NNG, 자금/NNG;수요/NNG;늘/VV, 구조조정/NNG;불확실성/NNG, 인플레이션/NNG;우려/NNG, 듀레이션/NNG;축소/NNG, 경기/NNG;불확실성/NNG, 유동성/NNG;흡수/NNG, 경기/NNG;긍정적/VAX, 부동산/NNG;안정/NNG, 단기물/NNG;확대/NNG, 유동성/NNG;불안/NNG, 금리/NNG;안정/NNG, 점차/MAG;위험/NNG, 불안/NNG;아니/VCN, 고점/NNG;하락/NNG, 긴축/NNG;전환/NNG, 경기/NNG;바닥/NNG, 미약/NNG;개선/NNG, 자금/NNG;흡수/NNG, 경기/NNG;부담/NNG, 금리/NNG;하락/NNG, 경기/NNG;회복/NNG, gdp/NNG;넘/VV, 안정/NNG;줄/VV",하락
2060,2009-06-22,"단기/NNG;금리/NNG;하락/NNG, 금리/NNG;소폭/MAG;하락/NNG, 단기물/NNG;비중/NNG;늘/VV, 채권시장/NNG;약세/NNG, 듀레이션/NNG;축소/NNG, 가수급/NNG;부담/NNG, 유동성/NNG;개선/NNG, 개선/NNG;효과/NNG, 금리/NNG;상승/NNG, 금리/NNG;인상/NNG",하락
2061,2009-06-19,"금리/NNG;하락/NNG;경제/NNG;지표/NNG;호조/NNG, 위험/NNG;완화/NNG;금리/NNG;하락/NNG, 금리/NNG;인상/NNG;기대/NNG;완화/NNG, 금리/NNG;급등/NNG;위험/NNG, 물가/NNG;예상/NNG;하회/NNG, 산업/NNG;생산/NNG;감소/NNG, 인플레이션/NNG;우려/NNG, 오버나이트/NNG;위험/NNG, 국채입찰/NNG;부담/NNG, 가격/NNG;상승/NNG, 심리/NNG;안정/NNG, 금리/NNG;상승/NNG, 금리/NNG;오르/VV, 우려/NNG;꺾/VV, 경기/NNG;좋/VA",상승
2062,2009-06-18,"우려/NNG;약화/NNG;금리/NNG;인상/NNG, 금리/NNG;인상/NNG;가능성/NNG;낮/VA, 하락/NNG;인플레이션/NNG;우려/NNG, 인플레이션/NNG;우려/NNG;약화/NNG, 통안채/NNG;입찰/NNG;호조/NNG, 단기/NNG;금리/NNG;안정/NNG, 금리/NNG;낙폭/NNG;제한/NNG, 금리/NNG;낙폭/NNG;축소/NNG, 경제/NNG;지표/NNG;불안/NNG, 호조/NNG;금리/NNG;하락/NNG, 단기/NNG;금리/NNG;하락/NNG, 미/NNG;금리/NNG;하락/NNG, 가격/NNG;상승/NNG;줄/VV, 통화정책/NNG;완화/NNG, 전망/NNG;확대/NNG, 금리/NNG;혼조/NNG, 예상/NNG;하회/NNG, 대출/NNG;증가/NNG",상승
2063,2009-06-17,"부진/NNG;인플레이션/NNG;우려/NNG, 생산자/NNG;물가/NNG;하락/NNG, 금리/NNG;낙폭/NNG;확대/NNG, 산업/NNG;생산/NNG;부진/NNG, 금리/NNG;하락/NNG;불안/NNG, 금리/NNG;하락/NNG;압력/NNG, 경제/NNG;지표/NNG;혼조/NNG, 경기/NNG;회복/NNG;지연/NNG, 미/NNG;금리/NNG;하락/NNG, 소폭/MAG;하락/NNG;그치/VV, 약하/VA;금리/NNG;하락/NNG, 가격/NNG;매력/NNG;살/VV, 플래트닝/NNG;추세/NNG, 상회/NNG;호조/NNG, 불안/NNG;안정/NNG, 전망/NNG;확대/NNG, 우려/NNG;약하/VA, 저평/NNG;줄/VV",상승
2064,2009-06-16,"금리/NNG;경제/NNG;지표/NNG;부진/NNG, 하락/NNG;금리/NNG;소폭/MAG;하락/NNG, 하락/NNG;경제/NNG;지표/NNG;부진/NNG, 국고채/NNG;입찰/NNG;호조/NNG, 미/NNG;금리/NNG;하락/NNG, 금리/NNG;상승/NNG, 금리/NNG;내리/VV",상승
2065,2009-06-12,"경제/NNG;지표/NNG;긍정적/VAX, 금리/NNG;낙폭/NNG;축소/NNG, 금리/NNG;단기/NNG;급등/NNG, 우려/NNG;금리/NNG;급등/NNG, 미/NNG;금리/NNG;급등/NNG, 인플레이션/NNG;압력/NNG, 인플레이션/NNG;우려/NNG, 가격/NNG;급락/NNG, 금리/NNG;하락/NNG, 경기/NNG;최악/NNG, 경기/NNG;자신/NNG, 금리/NNG;급락/NNG, 하락/NNG;끝/NNG, 심리/NNG;무너/VV",상승
2066,2009-06-12,"유가/NNG;상품/NNG;가격/NNG;상승/NNG, 수요/NNG;인플레이션/NNG;압력/NNG, 기대/NNG;인플레이션/NNG;우려/NNG, 선진국/NNG;경기/NNG;부진/NNG, 금리/NNG;상승/NNG;제한적/VAX, 금리/NNG;충분히/MAG;상승/NNG, 경기/NNG;완만/NNG;개선/NNG, 유가/NNG;급등/NNG;부담/NNG, 경기/NNG;안정/NNG;회복/NNG, 경기/NNG;지표/NNG;상승/NNG, 경기/NNG;하락/NNG;멈추/VV, 금리/NNG;떨어/VV;못하/VX, 채권시장/NNG;부담/NNG, 정책/NNG;불확실성/NNG, 마이너스/NNG;아니/VCN, 적자국채발행/NNG;없/VA, 당분간/MAG;완화/NNG, 부동산/NNG;상승/NNG, 경기/NNG;우호적/VAX, 물가/NNG;안정/NNG, 수요/NNG;위축/NNG, 가격/NNG;급등/NNG, 경기/NNG;회복/NNG, 자산/NNG;불안/NNG, 긴축/NNG;전환/NNG, 불안/NNG;긴축/NNG, 회복/NNG;조짐/NNG, 인상/NNG;하락/NNG, 기대/NNG;하향/NNG, 금리/NNG;안정/NNG, 금리/NNG;인상/NNG, 하락/NNG;끝/NNG, 위축/NNG;멈추/VV, 유동성/NNG;많/VA, 더디/VA;회복/NNG, 기대/NNG;무너/VV",상승
2067,2009-06-11,"경제/NNG;지표/NNG;금리/NNG;하락/NNG, 경기/NNG;회복/NNG;쉽/VA;않/VX, 쉽/VA;않/VX;인식/NNG;확산/NNG, 국고채/NNG;금리/NNG;하락/NNG, 고용/NNG;지표/NNG;부진/NNG, 금리/NNG;소폭/MAG;상승/NNG, 금리/NNG;입찰/NNG;부진/NNG, 이미/MAG;금리/NNG;인상/NNG, 미/NNG;금리/NNG;하락/NNG, 인상/NNG;가능성/NNG;높/VA, 인플레이션/NNG;부담/NNG, 고용자수/NNG;감소/NNG, 하락/NNG;축소/NNG, 심리/NNG;위축/NNG, 하락/NNG;확대/NNG, 실업률/NNG;오르/VV, 금리/NNG;상승/NNG, 통안채/NNG;높/VA, 채권/NNG;늘/VV",상승
2068,2009-06-10,"미/NNG;국채/NNG;금리/NNG;상승/NNG, 금리/NNG;상승/NNG;축소/NNG, 금리/NNG;소폭/MAG;하락/NNG, 금리/NNG;상승/NNG;제한/NNG, 미/NNG;금리/NNG;상승/NNG, 채권시장/NNG;우호적/VAX, 가격/NNG;하락/NNG, 손절/NNG;압력/NNG, 심리/NNG;안정/NNG, 금리/NNG;하락/NNG, 작/VA;상승/NNG",상승
2069,2009-06-09,"금리/NNG;상승/NNG;속도/NNG;둔화/NNG, 금리/NNG;급등/NNG;금리/NNG;인상/NNG, 금리/NNG;인상/NNG;전망/NNG;확대/NNG, 금리/NNG;상단/NNG;제약/NNG, 단기/NNG;금리/NNG;급등/NNG, 미/NNG;금리/NNG;급등/NNG, 미/NNG;금리/NNG;상승/NNG, 금리/NNG;긍정적/VAX, 가격/NNG;하락/NNG, 상회/NNG;양호/NNG, 저평/NNG;확대/NNG, 하락/NNG;전환/NNG",상승
2070,2009-06-08,"금리/NNG;급등/NNG;금리/NNG;상승/NNG, 미/NNG;국채/NNG;금리/NNG;급등/NNG, 금리/NNG;상승/NNG;압력/NNG;높/VA, 국채선물/NNG;가격/NNG;상승/NNG, 국고채/NNG;금리/NNG;상승/NNG, 선진국/NNG;금리/NNG;급등/NNG, 단기/NNG;금리/NNG;약세/NNG, 단기/NNG;금리/NNG;급등/NNG, 금리/NNG;급등/NNG;상승/NNG, 미/NNG;금리/NNG;급등/NNG, 금리/NNG;인상/NNG",상승
2071,2009-06-08,"금리/NNG;상승/NNG;금리/NNG;상승/NNG;압력/NNG, 금융시장/NNG;경제/NNG;지표/NNG;호조/NNG, 미국발/NNG;금리/NNG;상승/NNG;압력/NNG, 유가/NNG;원자재/NNG;가격/NNG;상승/NNG, 금리/NNG;급등/NNG;금리/NNG;인상/NNG, 금리/NNG;인상/NNG;기대/NNG;확대/NNG, 금리/NNG;상승/NNG;압력/NNG;확대/NNG, 미/NNG;고용/NNG;지표/NNG;개선/NNG, 인플레이션/NNG;부담/NNG;높/VA;않/VX, 금리/NNG;상승/NNG;압력/NNG;높/VA, 금리/NNG;상승/NNG;압력/NNG;크/VV, 경기/NNG;개선/NNG;기대/NNG;높/VA, 외국인/NNG;투자자금/NNG;이탈/NNG, 채권/NNG;만기도래액/NNG;증가/NNG, 아직/MAG;경기/NNG;불확실성/NNG, 재정거래/NNG;유인/NNG;약화/NNG, fed/NNG;금리/NNG;인상/NNG, 통안채/NNG;발행/NNG;증가/NNG, 금리/NNG;일시적/VAX;상승/NNG, 금리/NNG;상승/NNG;하락/NNG, 가계/NNG;부채/NNG;부실/NNG, 단기/NNG;금리/NNG;급등/NNG, 국채/NNG;금리/NNG;안정/NNG, 경상/NNG;수지/NNG;흑자/NNG, 단기/NNG;금리/NNG;상승/NNG, 미/NNG;금리/NNG;급등/NNG, 부실/NNG;가능성/NNG;높/VV, 통안채/NNG;금리/NNG;낮/VA, 지표/NNG;예상/NNG;좋/VA, 단기/NNG;금리/NNG;낮/VA, 금리/NNG;영향/NNG;줄/VV, 통화정책/NNG;완화/NNG, 통화정책/NNG;긴축/NNG, 금리/NNG;긍정적/VAX, 실업자/NNG;증가/NNG, 취업자/NNG;감소/NNG, 금리/NNG;부정적/VAX, 변동성/NNG;확대/NNG, 기대/NNG;부진/NNG, 예상/NNG;양호/NNG, 고용/NNG;부담/NNG, 고용/NNG;감소/NNG, 임금/NNG;증가/NNG, 소득/NNG;감소/NNG, 고용/NNG;개선/NNG, 개선/NNG;바닥/NNG, 바닥/NNG;조짐/NNG, 긴축/NNG;전환/NNG, 비용/NNG;안정/NNG, 경제/NNG;부진/NNG, 부진/NNG;심각/NNG, 경제/NNG;찬물/NNG, 경제/NNG;침체/NNG, 재정/NNG;부담/NNG, 금리/NNG;하락/NNG, 자금/NNG;흡수/NNG, 안정/NNG;견인/NNG, 변동성/NNG;높/VA, 실업률/NNG;높/VA, 예상/NNG;더디/VA, 어렵/VA;완화/NNG, 높/VA;안정/NNG, 비용/NNG;높/VA, 안정/NNG;줄/VV",상승
2072,2009-06-05,"모기지/NNG;금리/NNG;상승/NNG, 하락/NNG;증시/NNG;호조/NNG, 기대/NNG;금리/NNG;상승/NNG, 고용시장/NNG;안정/NNG, 금리/NNG;하락/NNG, 상단/NNG;제약/NNG, 하락/NNG;축소/NNG",상승
2073,2009-06-04,"부동산/NNG;자산/NNG;가격/NNG;상승/NNG, 물가/NNG;상승/NNG;물가/NNG;상승/NNG, 국제/NNG;유가/NNG;하향/NNG;안정/NNG, 글로벌/NNG;디플레이션/NNG;압력/NNG, 디플레이션/NNG;경기/NNG;침체/NNG, 인플레이션/NNG;압력/NNG;상쇄/NNG, 인플레이션/NNG;압력/NNG;점증/NNG, 디플레이션/NNG;압력/NNG;완화/NNG, 유동성/NNG;자산/NNG;거품/NNG, 글로벌/NNG;경기/NNG;침체/NNG, 금융시스템/NNG;붕괴/NNG;막/VV, 거품/NNG;물가/NNG;상승/NNG, 공급/NNG;능력/NNG;확대/NNG, 경제/NNG;심각/NNG;타격/NNG, 공급/NNG;가격/NNG;상승/NNG, 대출/NNG;상환/NNG;압력/NNG, 자산/NNG;가격/NNG;하락/NNG, 민간/NNG;신용/NNG;팽창/NNG, 심각/NNG;경기/NNG;침체/NNG, 경제/NNG;지표/NNG;바닥/NNG, 자산/NNG;가격/NNG;오르/VV, 스태그플레이션/NNG;압력/NNG, 금융시스템/NNG;안정/NNG, 인플레이션/NNG;취약/NNG, 금융시장/NNG;최대/NNG, 주택가격/NNG;하락/NNG, 주택가격/NNG;안정/NNG, 침체국면/NNG;빠지/VV, 부동산/NNG;거품/NNG, 주택가격/NNG;오르/VV, 하락/NNG;악순환/NNG, 위기/NNG;악순환/NNG, 변동성/NNG;증폭/NNG, 부동산/NNG;회복/NNG, 원자재/NNG;급등/NNG, 경제/NNG;긍정적/VAX, 원자재/NNG;상승/NNG, 팽창/NNG;효과/NNG, 자산/NNG;확대/NNG, 신용/NNG;위축/NNG, 자산/NNG;감소/NNG, 경기/NNG;급락/NNG, 경제/NNG;과열/NNG, 원자재/NNG;오르/VV, 성공/NNG;부담/NNG, 공급/NNG;급감/NNG, 정책/NNG;거품/NNG, 수요/NNG;증가/NNG, 거품/NNG;효과/NNG, 경제/NNG;과도/NNG, 심리/NNG;악화/NNG, 저축/NNG;증대/NNG, 거품/NNG;과도/NNG, 수요/NNG;급감/NNG, 공급/NNG;제한/NNG, 수요/NNG;하락/NNG, 경기/NNG;호황/NNG, 대출/NNG;하락/NNG, 손실/NNG;증가/NNG, 자산/NNG;하락/NNG, 주택/NNG;안정/NNG, 자본/NNG;확충/NNG, 자산/NNG;증가/NNG, 레버리지/NNG;높/VV, 경상/NNG;흑자/NNG, 통화/NNG;하락/NNG, 경제/NNG;회복/NNG, 재정/NNG;적자/NNG, 위축/NNG;제한/NNG, 예상/NNG;고점/NNG, 심리/NNG;상승/NNG, 고용/NNG;부진/NNG, 경기/NNG;부진/NNG, 심리/NNG;개선/NNG, 가격/NNG;급등/NNG, 과도/NNG;급락/NNG, 정책/NNG;최대/NNG, 부동산/NNG;오르/VV, 거품/NNG;아니/VCN, 경기/NNG;회복/NNG, 경기/NNG;부담/NNG, 유가/NNG;상승/NNG, 팽창/NNG;어렵/VA, 변동성/NNG;크/VV, 하락/NNG;심하/VA, 미/NNG;완화/NNG, 패닉/NNG;빠지/VV, 거품/NNG;없/VA, 자금/NNG;풀/VV, 자본/NNG;늘/VV, 가격/NNG;넘/VV, 수요/NNG;늘/VV, 호황/NNG;높/VA, 대출/NNG;늘/VV, 담보/NNG;잡/VV, 자산/NNG;늘/VV, 저축/NNG;줄/VV, 침체/NNG;없/VA, 부채/NNG;줄/VV, 낮/VA;심각/NNG, 피해/NNG;작/VA",상승
2074,2009-06-04,"fed/NNG;국채/NNG;매입/NNG;확대/NNG, 채권/NNG;강세/NNG;지지/NNG, 전망/NNG;금리/NNG;하락/NNG, 일드커브/NNG;스티프닝/NNG, 지정학/NNG;위험/NNG, 원달러/NNG;하락/NNG, 하락/NNG;안정/NNG",상승
2075,2009-06-03,"채권/NNG;금리/NNG;일시적/VAX, 예상/NNG;상회/NNG;긍정적/VAX, 금리/NNG;소폭/MAG;하락/NNG, 가격/NNG;낙폭/NNG;축소/NNG, 금리/NNG;영향/NNG;상승/NNG, 미/NNG;금리/NNG;급등/NNG, 금리/NNG;상승/NNG, 금리/NNG;하락/NNG, 하락/NNG;효과/NNG, 심리/NNG;안정/NNG",상승
